  name ,  product_category_id,  image_address_front,  image_address_back,  image_address_insideout_front,  image_address_insideout_back,  brief_description,  description,  price,  stock,  customer_type_id
Aersir Flex Men Swimrun Wetsuit,3,https://www.orca.com/uploads/products/large/mn33tt01-01-orca-aesir-flex-men-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn33tt01-02-orca-aesir-flex-men-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn33tt01-03-orca-aesir-flex-men-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn33tt01-04-orca-aesir-flex-men-swimrun-wetsuit-black_750x1000.jpg,(R)evolution of the Swimrun Perform.,"The Swimrun Aesir Flex Wetsuit is a new (r)evolution of the Swimrun Perform. The Aesir Flex wetsuit is the most elastic wetsuit in the Orca Swimrun range. It has a vest-like construction for optimal performance in both running and swimming. The 40 + technology provides more flexibility, without sacrificing durability, thanks to the outer fabric of the legs. With your purchase of this wetsuit, you will get a waterproof Mesh Backpack as a gift, perfect for carrying your wetsuit and swimming gear.",549.00,19,1
Vanir Flex Men Swimrun Wetsuit,3,https://www.orca.com/uploads/products/large/mn34tt01-01-orca-vanir-flex-men-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn34tt01-02-orca-vanir-flex-men-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn34tt01-03-orca-vanir-flex-men-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn34tt01-04-orca-vanir-flex-men-swimrun-wetsuit-black_750x1000.jpg,(R)evolution of the Swimrun Core.,The Swimrun Vanir Flex Wetsuit is a new (r)evolution of the Swimrun Core. The Vanir Flex wetsuit is the most comfortable in Orca's Swimrun range. It incorporates highly elastic materials and its construction with a front zipper allows for added comfort for running and open water swimming.,259.00,29,1
Aesir Thermal Women Swimrun Wetsuit,3,https://www.orca.com/uploads/products/large/mn71tt01-01-orca-aesir-thermal-women-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn71tt01-02-orca-aesir-thermal-women-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn71tt01-03-orca-aesir-thermal-women-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn71tt01-04-orca-aesir-thermal-women-swimrun-wetsuit-black_750x1000.jpg,(R)evolution of the Swimrun RS1.,"The Swimrun Aesir Thermal Wetsuit is a new (r)evolution of the Swimrun RS1. The Aesir Thermal is the wetsuit with the most thermal insulation of Orca's Swimrun range. It incorporates the lightweight Light Thermal lining for better heat retention, as well as its construction with a front zipper for more comfortable running and swimming. The 40 + technology provides more flexibility, without sacrificing durability, thanks to the outer fabric of the legs. With your purchase of this wetsuit, you will get a waterproof Mesh Backpack as a gift, perfect for carrying your wetsuit and swimming gear.",499.00,19,2
Aersir Flex Women Swimrun Wetsuit,3,https://www.orca.com/uploads/products/large/mn73tt01-01-orca-aesir-flex-women-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn73tt01-02-orca-aesir-flex-women-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn73tt01-03-orca-aesir-flex-women-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn73tt01-04-orca-aesir-flex-women-swimrun-wetsuit-black_750x1000.jpg,(R)evolution of the Swimrun Perform.,"The Swimrun Aesir Flex Wetsuit is a new (r)evolution of the Swimrun Perform. The Aesir Flex wetsuit is the most elastic wetsuit in the Orca Swimrun range. It has a vest-like construction for optimal performance in both running and swimming. The 40 + technology provides more flexibility, without sacrificing durability, thanks to the outer fabric of the legs. With your purchase of this wetsuit, you will get a waterproof Mesh Backpack as a gift, perfect for carrying your wetsuit and swimming gear.",549.00,19,2
Vanir Flex Women Swimrun Wetsuit,3,https://www.orca.com/uploads/products/large/mn74tt01-01-orca-vanir-flex-women-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn74tt01-02-orca-vanir-flex-women-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn74tt01-03-orca-vanir-flex-women-swimrun-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn74tt01-04-orca-vanir-flex-women-swimrun-wetsuit-black_750x1000.jpg,(R)evolution of the Swimrun Core.,The Swimrun Vanir Flex Wetsuit is a new (r)evolution of the Swimrun Core. The Vanir Flex wetsuit is the most comfortable in Orca's Swimrun range. It incorporates highly elastic materials and its construction with a front zipper allows for added comfort for running and open water swimming.,259.00,29,2
Zen Men Freedive Wetsuit,4,https://www.orca.com/uploads/products/large/mn41tt01-01-orca-zen-men-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn41tt01-02-orca-zen-men-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn41tt01-03-orca-zen-men-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn41tt01-04-orca-zen-men-freedive-wetsuit-black_750x1000.jpg,Freedivimg wetsuit that minimizes water resistance.,"The Orca Zen wetsuit combines the most efficient design with the most technical materials to minimize water resistance, making this the most hydrodynamic suit on the market. The fitted design and the use of high elasticity materials allow the wetsuit to fit to the body like a second skin, maximizing performance.",499.00,39,1
Mantra Men Freedive Wetsuit,4,https://www.orca.com/uploads/products/large/mn43tt01-01-orca-mantra-men-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn43tt01-02-orca-mantra-men-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn43tt01-03-orca-mantra-men-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn43tt01-04-orca-mantra-men-freedive-wetsuit-black_750x1000.jpg,Freediving wetsuit with high elasticity materials.,The Orca Mantra is a wetsuit developed with high-quality materials that provide more durability without sacrificing performance. The high-elasticity materials provide a perfect fit and allow the wearer to enjoy freediving sessions without any restrictions.,349.00,37,1
Zen Women Freedive Wetsuit,4,https://www.orca.com/uploads/products/large/mn81tt01-01-orca-zen-women-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn81tt01-02-orca-zen-women-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn81tt01-03-orca-zen-women-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn81tt01-04-orca-zen-women-freedive-wetsuit-black_750x1000.jpg,Freedivimg wetsuit that minimizes water resistance.,"The Orca Zen wetsuit combines the most efficient design with the most technical materials to minimize water resistance, making this the most hydrodynamic suit on the market. The fitted design and the use of high elasticity materials allow the wetsuit to fit to the body like a second skin, maximizing performance.",499.00,18,2
Mantra Women Freedive Wetsuit,4,https://www.orca.com/uploads/products/large/mn83tt01-01-orca-mantra-women-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn83tt01-02-orca-mantra-women-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn83tt01-03-orca-mantra-women-freedive-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mn83tt01-04-orca-mantra-women-freedive-wetsuit-black_750x1000.jpg,Freediving wetsuit with high elasticity materials.,The Orca Mantra is a wetsuit developed with high-quality materials that provide more durability without sacrificing performance. The high-elasticity materials provide a perfect fit and allow the wearer to enjoy freediving sessions without any restrictions.,349.00,33,2
Tango 4:3 Men Surf Wetsuit,5,https://www.orca.com/uploads/products/large/mna1tt01-01-orca-tango-4-3-men-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mna1tt01-02-orca-tango-4-3-men-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mna1tt01-03-orca-tango-4-3-men-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mna1tt01-04-orca-tango-4-3-men-surf-wetsuit-black_750x1000.jpg,Wetsuit designed for surfing in cold water.,"For making the most of the waves, the Tango 4:3, made with 100% Yamamoto neoprene, offers the highest level of elasticity and thermal insulation of its thickness category. Its 'front zip' construction with a YKK zipper creates the best possible seal in the neck without sacrificing freedom of movement in the shoulders. Yamamoto 40 neoprene is also incorporated into the shoulders and back for greater paddling mobility. A combination of Yamamoto 4 mm neoprene and Thermal X inner lining provides better thermal insulation in the torso, along with internally sealed seams.",399.00,29,1
Tango 3:2 Men Surf Wetsuit,5,https://www.orca.com/uploads/products/large/mna2tt01-01-orca-tango-3-2-men-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mna2tt01-02-orca-tango-3-2-men-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mna2tt01-03-orca-tango-3-2-men-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mna2tt01-04-orca-tango-3-2-men-surf-wetsuit-black_750x1000.jpg,Wetsuit designed for surfing in temperate water.,"The Tango 3:2, made with 100% Yamamoto neoprene, offers the highest elasticity and thermal insulation of its thickness category, thanks to its internally sealed seams. Its front zip construction with a YKK zipper creates the best seal in the neck area without sacrificing freedom of movement in the shoulder area. Yamamoto 40 neoprene, exclusive to the high-end range, is also incorporated into the shoulders and back for greater paddling mobility. Finally, the combination of Yamamoto 3 mm neoprene and the Power Fit inner lining creates an ideal fit in the torso area, for added comfort as you enjoy the waves.",349.00,39,1
Tango 4:3 Women Surf Wetsuit,5,https://www.orca.com/uploads/products/large/mnb1tt01-01-orca-tango-4-3-women-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mnb1tt01-02-orca-tango-4-3-women-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mnb1tt01-03-orca-tango-4-3-women-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mnb1tt01-04-orca-tango-4-3-women-surf-wetsuit-black_750x1000.jpg,Wetsuit designed for surfing in cold water.,"For making the most of the waves, the Tango 4:3, made with 100% Yamamoto neoprene, offers the highest level of elasticity and thermal insulation of its thickness category. Its 'front zip' construction with a YKK zipper creates the best possible seal in the neck without sacrificing freedom of movement in the shoulders. Yamamoto 40 neoprene is also incorporated into the shoulders and back for greater paddling mobility. A combination of Yamamoto 4 mm neoprene and Thermal X inner lining provides better thermal insulation in the torso, along with internally sealed seams.",399.00,29,2
Tango 3:2 Women Surf Wetsuit,5,https://www.orca.com/uploads/products/large/mnb2tt01-01-orca-tango-3-2-women-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mnb2tt01-02-orca-tango-3-2-women-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mnb2tt01-03-orca-tango-3-2-women-surf-wetsuit-black_750x1000.jpg,https://www.orca.com/uploads/products/large/mnb2tt01-04-orca-tango-3-2-women-surf-wetsuit-black_750x1000.jpg,Wetsuit designed for surfing in temperate water.,"The Tango 3:2, made with 100% Yamamoto neoprene, offers the highest elasticity and thermal insulation of its thickness category, thanks to its internally sealed seams. Its front zip construction with a YKK zipper creates the best seal in the neck area without sacrificing freedom of movement in the shoulder area. Yamamoto 40 neoprene, exclusive to the high-end range, is also incorporated into the shoulders and back for greater paddling mobility. Finally, the combination of Yamamoto 3 mm neoprene and the Power Fit inner lining creates an ideal fit in the torso area, for added comfort as you enjoy the waves.",349.00,39,2
